cj,gg,name,price,price2,券后价,xq
广东广发制药有限公司,规格：0.45g*20粒,众生胶囊,,￥6.20,5.71,效期： 2022-11-06 
云南永孜堂制药有限公司,规格：0.3g*36片,舒筋定痛片,6.5,,5.98,效期： 2021-11-30 
台州南峰药业有限公司,规格：0.69g*15片*4板,舒筋活血片,,￥3.50,3.22,效期： 2022-02-28 
长春长庆药业集团有限公司,规格：8ml:20mg,氯霉素滴眼液,,￥2.90,2.67,效期： 2020-08-31 
吉林省俊宏药业有限公司,规格：0.75g*10袋,乳康丸,,￥6.20,5.71,效期： 2022-10-31 
西南药业股份有限公司,规格：0.1g*20片,氨茶碱缓释片,,￥5.35,4.92,效期： 2020-10-31 
江苏黄河药业股份有限公司,规格：4mg*12粒,盐酸罗格列酮胶囊,11.17,,10.28,效期： 2021-11-30 
辰欣药业股份有限公司,规格：75mg:20mg*2ml/支,双氯芬酸钠利多卡因注射液,,￥8.00,7.36,效期： 2021-11-20 
上海现代哈森（商丘）药业有限公司,规格：5ml:0.25g*5支,氨甲环酸注射液,,￥10.50,9.66,效期： 2021-07-31 
北京百奥药业有限责任公司,规格：60万单位*12粒,蚓激酶肠溶胶囊,,￥21.39,19.69,效期： 2021-11-05 
国药集团同济堂（贵州）制药有限公司,规格：0.5g*50粒,仙灵骨葆胶囊(WS),,￥23.00,21.17,效期： 2022-09-16 
白求恩医科大学制药厂,规格：0.45g*10片*2板 薄膜衣,硫酸亚铁缓释片,,￥20.50,18.87,效期： 2022-02-23 
广西康华药业有限责任公司,规格：5粒,止带消糜栓,,￥9.80,9.02,效期： 2021-03-31 
云南永孜堂制药有限公司,规格：0.3g*24粒,胃肠灵胶囊,,￥11.50,10.58,效期： 2021-12-31 
陕西白鹿制药股份有限公司,规格：0.53g*60粒,乳癖散结胶囊,43,,39.57,效期： 2022-10-31 
卫材（中国）药业有限公司,规格：50mg*20片,盐酸乙哌立松片(妙纳),,￥26.10,24.02,效期： 2022-04-30 
广西万寿堂药业有限公司,规格：50ml,跌打扭伤灵酊,,￥9.00,,效期： 2021-10-31 
国药集团汕头金石制药有限公司,规格：20mg*24粒,法莫替丁胶囊,,￥3.10,2.85,效期： 2020-10-31 
吉林省红石药业有限公司,规格：0.3g*12片*3板,清脑降压片,,￥2.80,2.58,效期： 2022-10-31 
南京海鲸药业有限公司,规格：10粒*2板,维生素AD滴剂(胶囊剂一岁以下),,￥5.00,4.6,效期： 2020-05-31 
新疆全安药业股份有限公司,规格：30粒,复方银翘氨敏胶囊,,￥9.00,8.28,效期： 2020-11-30 
广州双一乳胶制品有限公司,规格：52mm*3只（光面型）,天然胶乳橡胶避孕套(超薄零触感),,￥7.00,6.44,效期： 2022-08-31 
成都兴沣瑞中药饮片有限责任公司,规格：蒸制 1kg,制黄精,,￥108.00,99.39,效期：
广东彼迪药业有限公司,规格：25mg*100片,氯氮平片,8.2,,7.55,效期： 2021-05-21 
BooehringerIngelheimPharmaGmbH&Co.K,规格：0.25mg*30片,盐酸普拉克索片(森福罗),178.8,,164.55,效期： 2022-04-30 
湖北舒邦药业有限公司（原远大医药）,规格：0.25g*4片,地红霉素肠溶片,,￥6.50,5.98,效期： 2021-08-31 
南昌弘益药业有限公司,规格：0.48g*12片,虎力散片(薄膜衣),,￥10.00,9.2,效期： 2021-11-03 
地奥集团成都药业股份有限公司,规格：10mg*100片,维生素B4片,,￥16.50,15.19,效期： 2021-02-28 
景忠山国药(唐山)有限公司,规格：0.42g*12粒*2板,耳聋胶囊,,￥12.80,11.78,效期： 2021-10-31 
上海信谊万象药业股份有限公司,规格：0.25g*30片,氨甲环酸片,128,,117.8,效期： 2022-07-07 
扬州源康医疗器械有限公司,规格：7#有粉,一次性使用灭菌橡胶外科手套,,￥1.94,1.79,效期： 2021-04-01 
长春人民药业集团有限公司,规格：12片*2板,归龙筋骨宁片,,￥4.20,3.87,效期： 2022-11-30 
海口市制药厂有限公司,规格：50mg*10粒,盐酸米诺环素胶囊,,￥15.20,13.99,效期： 2021-05-31 
陕西华西制药股份有限公司,规格：15g*8袋,消风止痒颗粒,,￥11.39,10.48,效期： 2021-08-20 
桂龙药业(安徽)有限公司,规格：0.5g*24片,复方青橄榄利咽含片(慢严舒...,15.8,,14.54,效期： 2021-07-31 
太极集团重庆桐君阁药厂有限公司,规格：100ml,四君子合剂,,￥9.50,8.74,效期： 2020-12-31 
江西济民可信药业有限公司,规格：20ml*5瓶,孕康口服液,16.5,,15.19,效期： 2021-08-31 
北京同仁堂股份有限公司同仁堂制药厂,规格：3g*10丸,沉香舒气丸,,￥7.30,6.72,效期： 2024-04-30 
哈尔滨大洋制药股份有限公司,规格：0.3g*10粒*4板,抗栓胶囊,,￥11.00,10.12,效期： 2022-10-23 
河南方圆药业有限公司,规格：20g,林旦皮肤抗菌膏,10.9,,10.03,效期： 2021-06-21 
山西康欣药业有限公司,规格：3g*18袋(无糖型),猴头菌提取物颗粒,,￥32.50,29.91,效期： 2021-07-03 
太康海恩药业有限公司,规格：5g*20袋,酚氨咖敏颗粒,,￥5.00,4.6,效期： 2021-10-31 
云南永孜堂制药有限公司,规格：0.4g*24粒,天麻醒脑胶囊,,￥19.80,18.22,效期： 2020-11-30 
上海皇象铁力蓝天制药有限公司,规格：24片,复方龙胆碳酸氢钠片,2.5,,2.3,效期： 2021-02-28 
成都市卫生材料厂,规格：II-15*15支,医用棉签,,￥1.90,1.75,效期： 2022-01-31 
苏州东瑞制药有限公司,规格：0.3g*48粒,枸橼酸铋钾胶囊,,￥9.80,9.02,效期： 2021-12-23 
MEDOCHEMIE LTD,规格：50mg*10片,枸橼酸氯米芬片,,￥26.53,24.42,效期： 2024-01-31 
陕西君碧莎制药有限公司,规格：5g*4袋*2小盒,调经促孕丸,,￥7.80,7.18,效期： 2021-07-31 
吉林省银诺克药业有限公司（长春银诺克药业有限公司),规格：0.4g*6粒*2板,润肠胶囊,4.3,,3.96,效期： 2022-12-06 
洛阳市沐春药业有限公司,规格：7g,清凉油（盒式）（山虎）,,￥3.50,3.22,效期： 2022-01-31 
宝鸡高盛医疗用品有限公司,规格：500mm*400mm,医用检查垫,,￥0.45,0.41,效期： 2022-04-10 
山东鲁抗医药集团赛特有限责任公司,规格：0.5mg*60粒,甲钴胺胶囊,,￥15.00,13.8,效期： 2021-01-14 
太极集团重庆桐君阁药厂有限公司委托太极集团重庆涪陵制药厂有限公司,规格：100ml,四君子合剂,,￥9.30,8.56,效期： 2020-12-31 
成都九芝堂金鼎药业有限公司,规格：60粒,喉炎丸,,￥12.90,11.87,效期： 2021-12-31 
宁波立华制药有限公司,规格：3.5g*14袋,八珍颗粒(无蔗糖),,￥13.12,12.07,效期： 2021-07-31 
四川旭华制药有限公司,规格：4g*12袋,八正颗粒(无糖型),,￥18.50,17.03,效期： 2021-04-15 
峨眉山通惠制药有限公司,规格：0.6g*1支,注射用克林霉素磷酸酯(精),,￥2.25,2.07,效期： 2021-10-13 
天津金耀药业有限公司,规格：20g,丁酸氢化可的松乳膏(尤卓尔),,￥12.80,11.78,效期： 2022-01-31 
成都天台山制药有限公司,规格：0.25g*1000片,四环素片,,￥99.00,91.11,效期： 2021-07-12 
湖北香连药业有限责任公司,规格：30g,木香顺气丸,,￥2.90,2.67,效期： 2022-06-30 
山东凤凰制药股份有限公司,规格：5mg*40片,苯磺酸氨氯地平片,,￥5.50,5.06,效期： 2021-12-31 
江苏万邦生化医药集团有限责任公司,规格：40mg*7片,非布司他片,,￥71.00,65.34,效期： 2022-12-31 
武汉太福制药有限公司,规格：30丸*10瓶,喉痛消炎丸,,￥5.20,4.79,效期： 2021-09-30 
Menarini-VonHeydenGmbh,规格：30mg*3片,盐酸达泊西汀片,,￥209.00,192.34,效期： 2022-04-30 
西南药业股份有限公司,规格：0.1g*100片,苯妥英钠片,,￥6.80,6.26,效期： 2020-12-31 
中美华医（河北）制药有限公司,规格：0.3g*36粒,益脑胶囊,,￥13.68,12.59,效期： 2022-10-22 
北京同仁堂股份有限公司同仁堂制药厂,规格：9g*6袋,左归丸,,￥76.10,70.04,效期： 2022-08-31 
湖北瑞华制药有限责任公司,规格：6g*6袋,清气化痰丸,,￥5.20,4.79,效期： 2021-11-30 
昆明邦宇制药有限公司,规格：0.2g*20袋,醋酸钙颗粒(无糖型),,￥33.00,30.37,效期： 2021-02-28 
北京费森尤斯卡比医药有限公司,规格：0.63g*100片,复方α-酮酸片,,￥217.50,200.17,效期： 2022-12-10 
s.a.ALCON-COUVREURn.v.,规格：5ml:2.5mg,富马酸依美斯汀滴眼液(埃美丁),,￥29.00,26.69,效期： 2021-03-31 
广州白云山敬修堂药业股份有限公司,规格：0.25g*18锭,外用紫金锭,7.6,,6.99,效期： 2021-08-31 
广西宝瑞坦制药有限公司,规格：12片*30袋,牛黄解毒片,,￥6.60,6.07,效期： 2020-12-31 
陕西东泰制药有限公司,规格：0.45g*12粒*2板,脉管复康胶囊,18.5,,17.03,效期： 2023-12-27 
湖南德海制药有限公司,规格：0.45g*12粒*3板,天麻首乌胶囊,,￥9.80,9.02,效期： 2021-06-30 
安徽宏业药业有限公司,规格：0.25g*100片,硫糖铝咀嚼片,4.6,,4.23,效期： 2021-03-31 
浙江维康药业股份有限公司,规格：0.4g*36片,肿节风分散片,,￥9.80,9.02,效期： 2021-09-30 
江西樟都药业有限公司,规格：260ml,湿痒护理洗液,,￥4.30,3.96,效期： 2021-07-03 
武汉太福制药有限公司,规格：36g,杞菊地黄丸,,￥3.15,2.9,效期： 2020-06-30 
湖北仁悦药业股份有限公司,规格：18片*2板,牛黄解毒片,,￥2.10,1.93,效期： 2022-06-30 
西安利君方圆制药有限责任公司,规格：400片,二维葡磷钙咀嚼片,,￥18.00,16.57,效期： 2021-12-03 
成都天台山制药有限公司,规格：0.1g*12片,乙酰螺旋霉素片,47.5,,43.71,效期： 2021-06-24 
云南龙发制药股份有限公司,规格：0.3g*20粒,乌金活血止痛胶囊,,￥21.00,19.33,效期： 2021-04-30 
江西樟都药业有限公司,规格：30ml,牙痛宁喷剂,,￥5.99,5.51,效期： 2021-11-03 
四川省蜀卫保健品有限公司                ,规格：10g*20小袋,藿香祛暑冲剂(固体饮料),,￥3.33,3.06,效期： 2020-06-20 
保定中药制药股份有限公司,规格：9g*5袋,明目蒺藜丸,7,,6.44,效期： 2022-09-30 
贵州百灵企业集团制药股份有限公司,规格：12片*2板,三黄片,,￥3.90,3.59,效期： 2021-12-04 
四川升和药业股份有限公司,规格：0.1g*12片,乳酸左氧氟沙星分散片,,￥5.50,5.06,效期： 2021-04-30 
吉林省银河制药有限公司,规格：3.5g*32丸,藤黄健骨丸,,￥9.00,8.28,效期： 2022-06-30 
重庆华邦制药有限公司,规格：15克,维胺酯维E乳膏(痤疮王),,￥10.50,9.66,效期： 2020-09-30 
北京同仁堂股份有限公司同仁堂药酒厂,规格：300ml,骨刺消痛液(套盒),,￥17.50,16.11,效期： 2022-05-31 
九寨沟天然药业股份有限公司（原九寨沟天然药业集团有限责任公司）,规格：3g*2瓶,西黄丸,,￥22.00,20.25,效期： 2022-08-31 
广州白云山医药集团股份有限公司白云山何济公制药厂,规格：10g*9袋,感冒灵颗粒,,￥7.90,7.27,效期： 2020-10-31 
江苏平光制药有限责任公司,规格：0.25g*1000片,土霉素片,,￥39.00,35.89,效期： 2022-09-30 
四川科伦药业股份有限公司,规格：100ml:0.2g:0.9(玻瓶),氟康唑氯化钠注射液,1.5,,1.38,效期： 2021-12-31 
江苏神华药业有限公司,规格：10ml*12支,脑心舒口服液（玻璃瓶）,,￥5.50,5.06,效期： 2021-09-30 
河南润弘制药股份有限公司,规格：1ml：5mg*10支,硝酸甘油注射液,,￥185.00,170.26,效期： 2021-06-30 
福建省泉州罗裳山制药厂,规格：14g*9袋,妇科调经颗粒,5.6,,5.15,效期： 2021-11-30 
江苏鱼跃医疗设备股份有限公司,规格：A型,血压计-听诊器保健盒(简装),,￥103.00,94.79,效期： 2022-07-30 
广西金页制药有限公司,规格：12片*30袋,牛黄解毒片,,￥8.50,7.82,效期： 2021-07-31 
哈药集团三精千鹤制药有限公司            ,规格：0.3g*15粒*3板,根痛平胶囊,,￥6.89,6.34,效期： 2022-11-30 
山西华元医药生物技术有限公司（原山西天星制药有限公司）,规格：0.3g*10粒*4板,益肺胶囊,,￥9.22,8.49,效期： 2020-11-30 
新奇康药业股份有限公司,规格：0.3g*24片/盒*3盒,百癣夏塔热片,,￥9.00,8.28,效期： 2021-03-25 
成都长青制药有限公司,规格：0.17g*20丸*3板,天麻壮骨丸,,￥16.00,14.72,效期： 2021-12-31 
甘肃省西峰制药有限责任公司,规格：50mg*12粒*2板,磷酸川芎嗪胶囊,,￥6.73,6.19,效期： 2021-09-30 
四川蓉康世圣药业有限责任公司新都分公司,规格：500ml,精久牌免洗手消毒液,,￥16.50,15.19,效期： 2022-03-22 
承德燕峰药业有限责任公司,规格：0.26g*24片,麻杏止咳片,,￥3.50,3.22,效期： 2020-10-13 
四川绿叶制药股份有限公司,规格：100ml*2瓶,风湿液,39.58,,36.43,效期： 2022-11-30 
葛兰素史克日用保健品(中国)有限公委托苏州克劳丽化妆品有限公司,规格：120g,舒适达劲速护理牙膏,26,,23.93,效期： 2022-01-07 
西南药业股份有限公司,规格：0.25g*1000片,土霉素片,,￥45.00,41.41,效期： 2020-09-30 
阜阳市益康药械有限公司,规格：12cm*9cm*5贴,远红外筋骨痛可贴(藏奇),,￥9.00,8.28,效期： 2021-05-01 
辉瑞制药有限公司,规格：50mg*14片,盐酸舍曲林片(左洛复),79.5,,73.16,效期： 2024-09-30 
沈阳管城制药有限责任公司,规格：5mg*8片*7板,苯磺酸氨氯地平片,12.2,,11.23,效期： 2021-09-30 
云南佑生药业有限责任公司,规格：0.3g*10粒*2板,金胃泰胶囊,,￥27.50,25.31,效期： 2021-08-01 
武汉太福制药有限公司,规格：36克(约200丸),槐角丸,3.6,,3.31,效期： 2021-09-30 
哈尔滨天地药业有限公司,规格：0.4g*15粒*2板,心可宁胶囊,,￥4.60,4.23,效期： 2022-06-30 
吉林省七星山药业有限公司,规格：0.3g*30粒,麝香接骨胶囊,,￥4.20,3.87,效期： 2022-08-31 
九寨沟天然药业股份有限公司（原九寨沟天然药业集团有限责任公司）,规格：120g,川贝雪梨膏,,￥8.00,7.36,效期： 2020-10-31 
云南希陶绿色药业股份有限公司,规格：10g/支,紫草婴儿软膏,,￥12.85,11.83,效期： 2021-02-28 
江西钟山药业有限责任公司,规格：10ml*10支,玉屏风口服液,6.6,,6.07,效期： 2022-02-28 
四川科伦药业股份有限公司,规格：0.2g*12粒,福多司坦胶囊(舒可达),,￥27.50,25.31,效期： 2021-03-01 
贵州浩诚药业有限公司,规格：120ml,柏栀祛湿洗液(附冲洗器),,￥12.00,11.04,效期： 2021-11-30 
陕西中医学院制药厂,规格：120ml,八正合剂,,￥9.50,8.74,效期： 2021-02-26 
镇平时通实业有限公司,规格：50ml,时通牌狐臭半月清香露,9.3,,8.56,效期： 2023-03-01 
BoehringerIngelheimPharmaGmbH&Co.KG,规格：18ug*10粒,噻托溴铵粉吸入剂,,￥133.00,122.4,效期： 2021-06-30 
青海柴达木高科枝药业有限公司,规格：0.25g*30丸*2小盒,二十五味鬼臼丸,,￥27.00,24.85,效期： 2023-06-30 
甘肃岷海制药有限责任公司,规格：6g*10袋,九制大黄丸,,￥14.30,13.16,效期： 2022-09-30 
四川禾泰药业有限公司（原四川禾邦阳光制药股份有限公司）,规格：12粒*2板,苍耳子鼻炎胶囊,7.5,,6.9,效期： 2021-08-31 
远大医药（中国）有限公司,规格：3mg*20片,甲硝唑口颊片,,￥15.50,14.26,效期： 2021-04-30 
湖南时代阳光药业股份有限公司,规格：5g*12袋,小儿扶脾颗粒,,￥14.00,12.88,效期： 2021-06-30 
湖北金龙药业有限公司,规格：15g/袋*20袋,大山楂颗粒,,￥5.00,4.6,效期： 2020-09-30 
湖南迪诺制药股份有限公司,规格：10g:0.5g/支,丁苯羟酸乳膏,,￥9.00,8.28,效期： 2021-03-31 
芜湖张恒春药业有限公司,规格：36g,十全大补丸,,￥3.50,3.22,效期： 2022-01-31 
贵州维康子帆药业股份有限公司,规格：0.667g*12片,醋酸钙片(YF),,￥27.00,24.85,效期： 2021-10-19 
江西康恩贝中药有限公司,规格：0.35g*24粒,清肝利胆胶囊,,￥12.50,11.5,效期： 2021-10-31 
云南云龙制药股份有限公司,规格：0.45g*24粒,黄藤素软胶囊(WS),,￥9.50,8.74,效期： 2022-03-31 
山西同达药业有限公司,规格：0.25g*24片,阿莫西林分散片,,￥8.90,8.19,效期： 2022-10-31 
四川省迪威药业有限责任公司,规格：10g*21小袋,玄麦甘桔颗粒,,￥7.20,6.63,效期： 2021-12-31 
吉林京辉药业股份有限公司(原通化振霖药业),规格：48片,杜仲平压片,7.06,,6.5,效期： 2022-02-28 
长兴制药股份有限公司,规格：0.25g*50粒,至灵胶囊,,￥17.50,16.11,效期： 2022-08-31 
成都利尔药业有限公司,规格：10ml:10mg*10支,甘露聚糖肽口服溶液,,￥48.00,44.17,效期： 2021-05-11 
宇妥藏药股份有限公司(原四川宇妥藏药股份有限公司）,规格：0.42g*36粒,肝苏胶囊,,￥11.00,10.12,效期： 2021-07-31 
福安药业集团宁波天衡制药有限公司,规格：10mg*10片,巴氯芬片,7.21,,6.64,效期： 2022-07-31 
西南药业股份有限公司,规格：1.5ml:0.375g*10支,尼可刹米注射液,,￥66.00,60.74,效期： 2021-08-31 
临汾宝珠制药有限公司,规格：25mg*100片,盐酸苯海拉明片,,￥41.12,37.84,效期： 2022-08-31 
江苏黄河药业股份有限公司,规格：0.2g*30粒,磷酸哌嗪宝塔糖,17.5,,16.11,效期： 2022-02-28 
吉林济邦药业有限公司,规格：0.3g*10粒*3板,麝香接骨胶囊,6,,5.52,效期： 2022-09-30 
西安汉丰药业有限责任公司,规格：0.1mg*30粒,卵磷脂络合碘胶囊,,￥61.38,56.49,效期： 2022-10-17 
成都奥邦药业有限公司              ,规格：0.1g*20片,琥珀酸亚铁片,,￥17.30,15.92,效期： 2021-09-03 
重庆圣华曦药业股份有限公司,规格：0.5g*30片,左乙拉西坦片,,￥155.21,142.84,效期： 2021-10-31 
上海信谊天平药业有限公司,规格：0.625mg*100片,炔诺酮片,,￥37.00,34.05,效期： 2022-05-19 
珠海同源药业有限公司,规格：0.75g*120片,碳酸钙片,,￥14.00,12.88,效期： 2021-10-31 
钓鱼台医药集团吉林天强制药股份有限公司,规格：6g*10丸,桂枝茯苓丸,6.4,,5.89,效期： 2022-03-31 
黑龙江省济仁药业有限公司,规格：15g*6袋,复方天麻颗粒,8.5,,7.82,效期： 2022-12-31 
广西宝瑞坦制药有限公司,规格：10g*20袋,夏桑菊颗粒,,￥6.00,5.52,效期： 2021-08-31 
北京北卫药业有限责任公司,规格：1.6g*12袋,少腹逐瘀颗粒,,￥22.00,20.25,效期： 2021-03-31 
山西汾河制药有限公司,规格：14粒*2板,人工牛黄甲硝唑胶囊,,￥3.15,2.9,效期： 2022-06-30 
四川峨眉山药业有限公司,规格：50包,复方氨酚那敏颗粒,,￥7.00,6.44,效期： 2020-12-31 
中美华医(河北)制药有限公司,规格：0.3g*10粒*2板,三宝胶囊,6,,5.52,效期： 2022-03-19 
广州白云山天心制药股份有限公司,规格：5ml*0.6g*5支,盐酸克林霉素注射液,,￥1.90,1.75,效期： 2021-12-31 
江苏亚邦强生药业有限公司,规格：0.125g*50粒,头孢氨苄胶囊,3.9,,3.59,效期： 2021-10-31 
安徽双鹤药业有限责任公司,规格：500ml,乳酸钠林格注射液(塑瓶),,￥7.50,6.9,效期： 2023-01-31 
华东医药(西安)博华制药有限公司,规格：0.25g*24片,甘羟铝片,,￥6.80,6.26,效期： 2022-10-31 
青海普兰特药业有限公司,规格：0.5g*24片,十味诃子片,,￥6.50,5.98,效期： 2022-07-16 
四川天德制药有限公司,规格：9袋,小儿氨酚黄那敏颗粒,,￥1.16,1.07,效期： 2021-01-31 
吉林省鑫辉药业有限公司,规格：100片,理气舒心片,3.6,,3.31,效期： 2023-01-31 
天津金耀集团湖北天药药业股份有限公司,规格：2ml:0.5g*10支,酚磺乙胺注射液(止血敏注射液),,￥11.80,10.86,效期： 2021-09-30 
浙江前进药业有限公司                  ,规格：12粒*3板,庆大霉素普鲁卡因胶囊,,￥5.10,4.69,效期： 2021-05-13 
广西南珠制药有限公司,规格：8g*10袋,暑湿感冒颗粒,,￥9.80,9.02,效期： 2021-06-30 
广西万寿堂药业有限公司,规格：18片*3板,鼻渊片,,￥6.00,,效期： 2021-07-31 
上海宝龙药业有限公司,规格：7g,复方酮康唑软膏,,￥4.10,3.77,效期： 2021-08-31 
北京同仁堂科技发展股份有限公司制药厂,规格：9g*10丸,骨刺丸,,￥13.80,12.7,效期： 2024-05-31 
长春人民药业集团有限公司,规格：60片,脑灵素片,,￥4.30,3.96,效期： 2022-11-30 
湖北康正药业有限公司,规格：15g,维A酸乳膏,,￥6.60,6.07,效期： 2021-02-28 
吉林省辉南三和制药有限公司,规格：12片*2板*3小盒,荡石片,8.55,,7.87,效期： 2022-03-31 
四川金辉药业有限公司,规格：0.36g*14粒*2板,比拜克胶囊,,￥25.00,23.01,效期： 2021-05-17 
重庆华邦制药有限公司,规格：15g：15mg,他扎罗汀乳膏,,￥20.17,18.56,效期： 2021-04-30 
通化中辰药业有限责任公司                ,规格：2.5g*8块*2板,鹿胎膏,,￥10.00,9.2,效期： 2021-02-28 
重庆泰平药业有限公司,规格：0.2g*12片,酪酸梭菌活菌胶囊,,￥13.50,12.42,效期： 2021-04-30 
山东博士伦福瑞达制药有限公司,规格：2ml:20mg*1支,玻璃酸钠注射液(施沛特),,￥103.00,94.79,效期： 2022-08-08 
河南华峰制药有限公司,规格：0.35g*24粒,罗汉果止咳胶囊,6.48,,5.96,效期： 2021-12-31 
四川奇力制药有限公司,规格：100ml*1瓶,咳感康口服液,,￥9.50,8.74,效期： 2021-08-31 
昆药集团股份有限公司,规格：50mg*24片,乙酰天麻素片,,￥17.23,15.86,效期： 2022-03-31 
上海衡山药业有限公司,规格：0.236g*24粒,青霉素V钾胶囊,,￥5.60,5.15,效期： 2022-05-09 
贵州汇正制药有限责任公司,规格：0.65g*15粒*2板,抗宫炎软胶囊,,￥8.00,7.36,效期： 2022-01-31 
山东齐都药业有限公司,规格：50mg*6片,氟康唑片,3,,2.76,效期： 2021-10-31 
广西万寿堂药业有限公司,规格：100ml,小儿止咳糖浆,,￥5.40,4.97,效期： 2021-10-31 
青岛海诺生物工程有限公司,规格：6cm*7cm*80张HN-001,无菌敷贴,,￥30.10,27.7,效期： 2021-12-02 
湖北金龙药业有限公司,规格：10g*9袋,健儿素颗粒,,￥5.60,5.15,效期： 2021-07-31 
山西国润制药有限公司,规格：0.1g*12粒*2板,盐酸美他环素胶囊,,￥9.50,8.74,效期： 2022-03-19 
成都迪康药业股份有限公司,规格：0.44g*12粒*3板,增抗宁胶囊,,￥15.10,13.9,效期： 2021-02-20 
临汾宝珠制药有限公司,规格：0.25g*30粒,甘草锌胶囊,,￥8.74,8.04,效期： 2021-01-31 
武汉太福制药有限公司,规格：120g,加味益母草膏,,￥3.90,3.59,效期： 2020-12-31 
青海鲁抗大地药业有限公司,规格：0.35g*10粒*6板,降糖通脉胶囊,,￥17.30,15.92,效期： 2022-03-31 
上海衡山药业有限公司,规格：0.1g*20粒,双氯芬酸钠缓释胶囊（I）,,￥7.30,6.72,效期： 2020-09-24 
陕西君碧莎制药有限公司,规格：5g*5袋,调经促孕丸,,￥9.30,8.56,效期： 2020-08-31 
澳美制药（海南）有限公司,规格：7.5mg*10片,美洛昔康片,,￥7.95,7.32,效期： 2021-07-31 
江西大自然制药有限公司,规格：150ml,强力枇杷露,,￥3.55,3.27,效期： 2021-10-31 
成都三勒浆药业集团四川华美制药有限公司,规格：30ml*10瓶,三勒浆牌三勒浆饮品,,￥137.00,126.08,效期： 2021-03-20 
黑龙江红豆杉药业有限责任公司,规格：0.25g*100片,刺五加片,,￥5.90,5.43,效期： 2023-10-31 
北京泰德制药股份有限公司,规格：6片,氟比洛芬凝胶贴膏,,￥55.00,50.62,效期： 2022-08-31 
Berlin-ChemieAG,规格：40mg/ml*30ml/瓶,西甲硅油乳剂(柏西),,￥32.90,30.28,效期： 2022-03-31 
重庆康刻尔制药有限公司,规格：10mg*6片,氯雷他定口腔崩解片,,￥6.70,6.17,效期： 2020-12-31 
四川省迪威药业有限责任公司,规格：20ml,复方土荆皮酊,,￥3.27,3.01,效期： 2021-08-31 
镇平时通实业有限公司,规格：50ml,时通牌蚊不叮花露水,,￥7.00,6.44,效期： 2022-08-01 
浙江朗柯生物工程有限公司,规格：36ml,高渗海水鼻咽喷雾器,,￥29.00,26.69,效期： 2022-03-01 
广西万寿堂药业有限公司,规格：0.45g*12粒*2板,滇桂艾纳香胶囊(妇血康),,￥12.60,11.6,效期： 2021-03-31 
浙江金华康恩贝生物制药有限公司,规格：4mg*30片,拉西地平分散片,,￥26.00,23.93,效期： 2021-04-21 
礼来苏州制药有限公司,规格：0.25g*6粒,头孢克洛胶囊(希刻劳),,￥30.10,27.7,效期： 2021-04-30 
天大药业(珠海)有限公司,规格：60ml:1.2g,布洛芬混悬液(托恩),,￥11.70,10.77,效期： 2022-10-16 
广西康华药业有限责任公司,规格：1.2g*3粒,宫颈炎康栓,,￥12.00,11.04,效期： 2021-12-31 
四川字库山制药有限公司,规格：42mg*15丸*9袋,穿心莲滴丸,,￥33.00,30.37,效期： 2020-09-30 
江西青峰药业有限公司,规格：0.5mg*7片,恩替卡韦分散片,,￥36.50,33.59,效期： 2022-11-30 
哈尔滨一洲制药有限公司,规格：10ml*6支,小儿秘通口服液,,￥11.50,10.58,效期： 2021-04-30 
山西省吕梁中药厂,规格：0.42g*20粒,羚羊感冒胶囊,,￥3.66,3.37,效期： 2020-07-31 
西藏藏诺药业股份有限公司,规格：0.25g*12丸,二十五味珊瑚丸,,￥9.00,8.28,效期： 2022-10-31 
景忠山国药（唐山）有限公司,规格：36片,补肾强身片,,￥3.20,2.94,效期： 2021-05-31 
洛阳市登峰生物制品有限公司,规格：100ml,利凡诺抑菌剂,,￥4.70,4.33,效期： 2020-11-01 
成都奥邦药业有限公司              ,规格：0.1g*24片,琥珀酸亚铁片,,￥31.50,28.99,效期： 2020-10-21 
江西川奇药业有限公司,规格：10g*12袋,利肝隆颗粒,,￥9.20,8.47,效期： 2022-02-28 
江西仁济堂生物科技有限公司,规格：30ml,火金通活络油,,￥8.30,7.64,效期： 2020-09-30 
昆明全新生物制药有限公司,规格：0.25g*100片,左旋多巴片,,￥24.00,22.09,效期： 2022-07-31 
四川省通园制药集团有限公司,规格：100ml,养血当归糖浆,,￥3.80,3.5,效期： 2022-02-28 
天津金耀药业有限公司,规格：0.25g*10ml*5支,氟尿嘧啶注射液,,￥295.00,271.49,效期： 2021-11-30 
山东齐都药业有限公司,规格：1mg*7片*1板薄膜衣,匹伐他汀钙片,,￥41.00,37.73,效期： 2021-12-31 
宝鸡高盛医疗用品有限公司,规格：10g*50包/袋,脱脂棉球,,￥19.80,18.22,效期： 2022-07-02 
国药集团汕头金石制药有限公司,规格：0.25g*50粒,阿莫西林胶囊,5.9,,5.43,效期： 2021-02-28 
四川省迪威药业有限责任公司,规格：60片,复方丹参片,,￥3.20,2.94,效期： 2020-12-31 
浙江康康医疗器械股份有限公司,规格：ZJ5.0-SAP-III2(针0.55*20RWSB),一次性使用精密过滤输液器,3.2,,,效期： 2020-10-31 
沈阳红药集团股份有限公司,规格：7cm*10cm*4贴*2袋,红药贴膏,,￥8.50,7.82,效期： 2022-01-31 
陕西康惠制药股份有限公司,规格：0.35g*36粒,骨刺胶囊,21,,19.33,效期： 2021-11-07 
